CAMIS,DBA,AIRPORT,BUILDING,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESCRIPTION,CRITICAL_FLAG,SCORE,GRADE,GRADE_DATE,RECORD_DATE,INSPECTION_TYPE
41289305,BAGELS 'N MORE,ABI,4305,Bagels/Pretzels,12/26/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,12/26/2013,8/28/2017,Cycle Inspection / Initial Inspection
50000549,ANASSA TAVERNA,ABI,200,American,5/4/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,5/4/2017,8/28/2017,Cycle Inspection / Re-inspection
41189176,PARK CAFE,ABI,861,American,11/7/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,11/7/2016,8/28/2017,Cycle Inspection / Re-inspection
50044289,BAYARD BO KY RESTAURANT,ABI,78-80,Chinese,4/15/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,4/15/2016,8/28/2017,Pre-permit (Operational) / Re-inspection
50014059,RED LOBSTER,ABI,8801,Seafood,9/6/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,B,9/6/2016,8/28/2017,Cycle Inspection / Re-inspection
40790556,BOSTON JERK-CITY RESTAURANT,ABI,1344,Caribbean,8/8/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,C,8/8/2016,8/28/2017,Cycle Inspection / Re-inspection
41611708,SILKS,ABI,11000,"Bottled beverages, including water, sodas, juices, etc.",4/7/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,4/7/2016,8/28/2017,Cycle Inspection / Re-inspection
40984264,DUNKIN' DONUTS,ABI,1854,CafÃ©/Coffee/Tea,12/29/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,12/29/2014,8/28/2017,Cycle Inspection / Re-inspection
41127083,MARKET CAFE,ABI,425,American,6/17/2014,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,6/17/2014,8/28/2017,Cycle Inspection / Initial Inspection
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,ABI,5322,Caribbean,5/16/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,5/16/2016,8/28/2017,Cycle Inspection / Re-inspection
41617662,CJ'S JAMAICAN RESTAURANT & BAKERY,ABI,817,Caribbean,1/11/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,1/11/2016,8/28/2017,Cycle Inspection / Re-inspection
41705370,AKIMOTO SUSHI,ABI,187,Japanese,9/23/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,9/23/2015,8/28/2017,Cycle Inspection / Re-inspection
50064805,HUMDINGER,ABI,119,"Ice Cream, Gelato, Yogurt, Ices",8/10/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,8/10/2017,8/28/2017,Pre-permit (Operational) / Initial Inspection
41210953,TAQUERIA TLAXCALLI,ABI,2103,Mexican,12/7/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,12/7/2015,8/28/2017,Cycle Inspection / Re-inspection
41525016,DA MIKELE,ABI,275,Italian,3/2/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,3/2/2016,8/28/2017,Cycle Inspection / Initial Inspection
41638553,BRICIOLA,ABI,370,Italian,3/2/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,13,A,3/2/2016,8/28/2017,Cycle Inspection / Re-inspection
40727214,CHINANTLA RESTAURANT,ABI,657,Mexican,5/19/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9,A,5/19/2015,8/28/2017,Cycle Inspection / Re-inspection
41236257,DUNKIN' DONUTS,ABI,906,Donuts,2/14/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,2/14/2017,8/28/2017,Cycle Inspection / Re-inspection
50035092,CHIPOTLE MEXICAN GRILL,ABI,193,Mexican,5/11/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/11/2015,8/28/2017,Pre-permit (Operational) / Initial Inspection
50043573,SK RESTAURANT,ABI,14249,Indian,7/7/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,7/7/2016,8/28/2017,Cycle Inspection / Initial Inspection
41396241,KITCHEN PROVANCE,ABI,55,American,5/7/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,5/7/2014,8/28/2017,Cycle Inspection / Initial Inspection
41376831,SEBA-SEBA BAKERY,ABI,8303,Bakery,1/16/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,1/16/2014,8/28/2017,Cycle Inspection / Initial Inspection
41315226,CHOP'T,ABI,145,Salads,12/8/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,12/8/2015,8/28/2017,Cycle Inspection / Initial Inspection
41345931,PETE'S RESTAURANT & PIZZERIA,ABI,3926,Pizza/Italian,10/20/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,10/20/2015,8/28/2017,Cycle Inspection / Re-inspection
41406895,SUN SAI GAI RESTAURANT,ABI,220,Chinese,6/23/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,6/23/2014,8/28/2017,Cycle Inspection / Re-inspection
41478388,18 RESTAURANT,ABI,240,Jewish/Kosher,2/25/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,B,2/25/2014,8/28/2017,Cycle Inspection / Re-inspection
41634737,BISTRO CATERERS,ABI,147,American,5/19/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,5/19/2014,8/28/2017,Cycle Inspection / Re-inspection
41266621,MAGNOLIA BAKERY,ABI,401,Bakery,5/26/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,5/26/2015,8/28/2017,Cycle Inspection / Re-inspection
41586885,CENTRAL MARKET ALL AMERICAN GRILL,ABI,4,American,2/5/2015,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,17,B,2/5/2015,8/28/2017,Cycle Inspection / Re-inspection
50000538,LOS POLLOS RESTAURANT,ABI,4551,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/19/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,8/19/2014,8/28/2017,Cycle Inspection / Re-inspection
40392384,B.Q.E. CAFE BILLIARDS,ABI,7002,American,5/14/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,5/14/2015,8/28/2017,Cycle Inspection / Initial Inspection
50000346,SILVANA,ABI,300,Mediterranean,11/14/2014,Establishment re-opened by DOHMH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6,C,11/14/2014,8/28/2017,Cycle Inspection / Reopening Inspection
41313546,"DUNKIN' DONUTS, BASKIN ROBBINS",ABI,455,Donuts,5/10/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,5/10/2016,8/28/2017,Cycle Inspection / Re-inspection
40626708,LA MIRABELLE RESTAURANT,ABI,102,French,10/23/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,10/23/2015,8/28/2017,Cycle Inspection / Initial Inspection
41114768,PUFFY'S TAVERN,ABI,81,American,10/1/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/1/2014,8/28/2017,Cycle Inspection / Re-inspection
50012106,ABURI SUSHI,ABI,769,Japanese,1/21/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,1/21/2016,8/28/2017,Cycle Inspection / Re-inspection
50001786,DAG'S THE PATIO,ABI,342,CafÃ©/Coffee/Tea,6/27/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/27/2014,8/28/2017,Cycle Inspection / Re-inspection
